task_id,dept,severity,duration_mins,asset_age_years,coa_section,line,start_km,end_km,date_reported,due_date,available_from_week,is_emergency,power_block_required,defect_type,rly,div,direction,block_demand_date,is_block_integrated,integrated_department,enforcement_condition,use_corridor,reason_code,traffic_density,days_until_due,is_overdue,days_overdue,urgency_score,criticality_score,scoring_method,priority_reason
TMS-8032,TMS,CRITICAL,150,23,STN_A-STN_B,DN_MAIN,146.25,146.35,2026-08-26,2026-08-29,1,False,False,Weld Failure,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-30,True,30,2.0,91.8,XGBoost,Critical severity + 30d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-444,SMMS,CRITICAL,30,23,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-24,2026-08-27,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-32,True,32,2.0,91.7,XGBoost,Critical severity + 32d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8006,TMS,CRITICAL,60,21,STN_A-STN_B,UP_MAIN,147.687,147.787,2026-08-22,2026-08-25,1,False,False,Weld Failure,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-34,True,34,2.0,91.5,XGBoost,Critical severity + 34d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TDM-1024,TDMS,CRITICAL,120,5,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-12,2026-08-15,1,False,True,Bird Nest Removal,NR,DLI,UP,2026-09-01,True,TMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-44,True,44,2.0,91.1,XGBoost,Critical severity + 44d overdue SLA + high-traffic corridor + needs power-block isolation + reason code: statutory safety inspection
TDM-1034,TDMS,CRITICAL,60,5,STN_B-STN_C,DN_MAIN,158.1,158.1,2026-08-16,2026-08-19,1,False,True,Bird Nest Removal,NR,DLI,DOWN,2026-09-01,True,TMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-40,True,40,2.0,91.0,XGBoost,Critical severity + 40d overdue SLA + high-traffic corridor + needs power-block isolation + reason code: statutory safety inspection
TDM-1029,TDMS,CRITICAL,120,2,STN_A-STN_B,UP_MAIN,143.04,143.04,2026-08-16,2026-08-19,1,False,True,Bird Nest Removal,NR,DLI,UP,2026-09-01,True,TMS,Flexible,False,STATUTORY_SAFETY_INSPECTION,HIGH,-40,True,40,2.0,89.9,XGBoost,Critical severity + 40d overdue SLA + high-traffic corridor + needs power-block isolation + standalone possession (Use Corridor: No) + reason code: statutory safety inspection
SMM-470,SMMS,CRITICAL,30,19,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-25,2026-08-28,1,False,False,Signal,NR,DLI,UP,2026-09-01,False,,Fixed Time Slot,True,STATUTORY_SAFETY_INSPECTION,HIGH,-31,True,31,2.0,89.5,XGBoost,Critical severity + 31d overdue SLA + high-traffic corridor + Fixed Time Slot demand + reason code: statutory safety inspection
TMS-8004,TMS,CRITICAL,90,18,STN_B-STN_C,DN_MAIN,150.129,150.129,2026-08-26,2026-08-29,1,False,False,Weld Failure,NR,DLI,DOWN,2026-09-01,True,SMMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-30,True,30,2.0,89.4,XGBoost,Critical severity + 30d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8023,TMS,CRITICAL,180,19,STN_A-STN_B,DN_MAIN,149.282,149.382,2026-08-22,2026-08-25,1,False,False,Sleeper Crack,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-34,True,34,2.0,89.3,XGBoost,Critical severity + 34d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8007,TMS,CRITICAL,180,16,STN_C-STN_D,UP_MAIN,170.964,171.264,2026-08-21,2026-08-24,1,False,False,Fishplate Loose,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-35,True,35,2.0,88.9,XGBoost,Critical severity + 35d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-446,SMMS,CRITICAL,45,15,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-08-14,2026-08-17,1,False,False,Signal,NR,DLI,UP,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-42,True,42,2.0,88.9,XGBoost,Critical severity + 42d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-473,SMMS,CRITICAL,60,15,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-16,2026-08-19,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-40,True,40,2.0,88.9,XGBoost,Critical severity + 40d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8014,TMS,CRITICAL,120,15,STN_B-STN_C,UP_MAIN,159.387,159.437,2026-08-27,2026-08-30,1,False,False,Rail Fracture,NR,DLI,UP,2026-09-01,True,SMMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-29,True,29,2.0,88.8,XGBoost,Critical severity + 29d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-476,SMMS,CRITICAL,30,15,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-09-08,2026-09-11,2,True,False,Point Machine,NR,DLI,UP,2026-09-11,False,,Fixed Time Slot,True,EMERGENCY_REPAIR,HIGH,-17,True,17,2.0,88.2,XGBoost,Critical severity + 17d overdue SLA + high-traffic corridor + new emergency defect + Fixed Time Slot demand + reason code: emergency repair
TMS-8003,TMS,URGENT,90,40,STN_C-STN_D,DN_MAIN,169.0,169.0,2026-08-27,2026-09-03,1,False,False,Fishplate Loose,NR,DLI,DOWN,2026-09-03,False,,Fixed Time Slot,True,PLANNED_MAINTENANCE,HIGH,-25,True,25,2.0,87.5,XGBoost,25d overdue SLA + high-traffic corridor + aging asset (40y) + Fixed Time Slot demand + reason code: planned maintenance
TMS-8029,TMS,CRITICAL,150,12,STN_A-STN_B,UP_MAIN,148.286,148.336,2026-08-16,2026-08-19,1,False,False,Weld Failure,NR,DLI,UP,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-40,True,40,2.0,87.1,XGBoost,Critical severity + 40d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8015,TMS,CRITICAL,150,13,STN_B-STN_C,DN_MAIN,158.873,159.173,2026-08-14,2026-08-17,1,False,False,Rail Fracture,NR,DLI,DOWN,2026-09-01,True,TDMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-42,True,42,2.0,87.1,XGBoost,Critical severity + 42d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8021,TMS,URGENT,180,38,STN_B-STN_C,UP_MAIN,160.826,160.876,2026-08-26,2026-09-02,1,False,False,Rail Fracture,NR,DLI,UP,2026-09-02,True,TDMS,Flexible,True,PLANNED_MAINTENANCE,HIGH,-26,True,26,2.0,87.0,XGBoost,26d overdue SLA + high-traffic corridor + aging asset (38y) + reason code: planned maintenance
SMM-475,SMMS,CRITICAL,90,10,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-24,2026-08-27,1,False,False,Signal,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-32,True,32,2.0,86.6,XGBoost,Critical severity + 32d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8012,TMS,CRITICAL,180,9,STN_A-STN_B,UP_MAIN,142.998,143.298,2026-08-12,2026-08-15,1,False,False,Sleeper Crack,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-44,True,44,2.0,86.6,XGBoost,Critical severity + 44d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-469,SMMS,CRITICAL,30,9,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-28,2026-08-31,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-01,False,,Flexible,False,STATUTORY_SAFETY_INSPECTION,HIGH,-28,True,28,2.0,86.4,XGBoost,Critical severity + 28d overdue SLA + high-traffic corridor + standalone possession (Use Corridor: No) + reason code: statutory safety inspection
SMM-467,SMMS,CRITICAL,45,8,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-08-20,2026-08-23,1,False,False,Signal,NR,DLI,DOWN,2026-09-01,True,TMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-36,True,36,2.0,85.9,XGBoost,Critical severity + 36d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8035,TMS,CRITICAL,120,40,STN_A-STN_B,UP_MAIN,146.714,147.014,2026-09-22,2026-09-25,4,True,False,Rail Fracture,NR,DLI,UP,2026-09-25,True,SMMS,Fixed Time Slot,True,EMERGENCY_REPAIR,HIGH,-3,True,3,1.2142857142857142,85.9,XGBoost,Critical severity + 3d overdue SLA + high-traffic corridor + aging asset (40y) + new emergency defect + Fixed Time Slot demand + reason code: emergency repair
TMS-8026,TMS,CRITICAL,90,9,STN_B-STN_C,DN_MAIN,154.825,154.925,2026-08-29,2026-09-01,1,False,False,Weld Failure,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-27,True,27,2.0,85.8,XGBoost,Critical severity + 27d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8016,TMS,CRITICAL,90,7,STN_B-STN_C,DN_MAIN,163.568,163.568,2026-08-17,2026-08-20,1,False,False,Ballast Fouling,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-39,True,39,2.0,85.4,XGBoost,Critical severity + 39d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-452,SMMS,CRITICAL,60,6,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-08-15,2026-08-18,1,False,False,Point Machine,NR,DLI,DOWN,2026-09-01,True,TMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-41,True,41,2.0,85.0,XGBoost,Critical severity + 41d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TDM-1046,TDMS,CRITICAL,45,19,STN_B-STN_C,DN_MAIN,158.1,158.1,2026-09-22,2026-09-25,4,True,True,Bird Nest Removal,NR,DLI,DOWN,2026-09-25,False,,Fixed Time Slot,True,EMERGENCY_REPAIR,HIGH,-3,True,3,1.2142857142857142,84.3,XGBoost,Critical severity + 3d overdue SLA + high-traffic corridor + needs power-block isolation + new emergency defect + Fixed Time Slot demand + reason code: emergency repair
SMM-442,SMMS,CRITICAL,90,2,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-08-29,2026-09-01,1,False,False,Track Circuit,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-27,True,27,2.0,83.3,XGBoost,Critical severity + 27d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
TMS-8033,TMS,CRITICAL,90,1,STN_B-STN_C,DN_MAIN,160.181,160.281,2026-08-07,2026-08-10,1,False,False,Fishplate Loose,NR,DLI,DOWN,2026-09-01,True,SMMS,Flexible,True,STATUTORY_SAFETY_INSPECTION,HIGH,-49,True,49,2.0,82.7,XGBoost,Critical severity + 49d overdue SLA + high-traffic corridor + reason code: statutory safety inspection
SMM-462,SMMS,URGENT,30,23,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-08-10,2026-08-17,1,False,False,Signal,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,PLANNED_MAINTENANCE,HIGH,-42,True,42,2.0,81.0,XGBoost,42d overdue SLA + high-traffic corridor + reason code: planned maintenance
SMM-449,SMMS,URGENT,90,23,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-11,2026-08-18,1,False,False,Point Machine,NR,DLI,UP,2026-09-01,False,,Flexible,True,PLANNED_MAINTENANCE,HIGH,-41,True,41,2.0,81.0,XGBoost,41d overdue SLA + high-traffic corridor + reason code: planned maintenance
TMS-8002,TMS,URGENT,150,22,STN_C-STN_D,UP_MAIN,169.0,169.1,2026-08-25,2026-09-01,1,False,False,Rail Fracture,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,PLANNED_MAINTENANCE,HIGH,-27,True,27,2.0,80.8,XGBoost,27d overdue SLA + high-traffic corridor + reason code: planned maintenance
TMS-8022,TMS,URGENT,60,20,STN_C-STN_D,UP_MAIN,165.067,165.117,2026-08-17,2026-08-24,1,False,False,Weld Failure,NR,DLI,UP,2026-09-01,True,SMMS,Fixed Time Slot,True,PLANNED_MAINTENANCE,HIGH,-35,True,35,2.0,79.8,XGBoost,35d overdue SLA + high-traffic corridor + Fixed Time Slot demand + reason code: planned maintenance
SMM-464,SMMS,URGENT,90,19,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-08,2026-08-15,1,False,False,Signal,NR,DLI,UP,2026-09-01,False,,Flexible,True,PLANNED_MAINTENANCE,HIGH,-44,True,44,2.0,79.7,XGBoost,44d overdue SLA + high-traffic corridor + reason code: planned maintenance
TMS-8030,TMS,URGENT,120,15,STN_A-STN_B,DN_MAIN,149.338,149.338,2026-08-28,2026-09-04,1,False,False,Sleeper Crack,NR,DLI,DOWN,2026-09-04,True,SMMS,Flexible,True,PLANNED_MAINTENANCE,HIGH,-24,True,24,2.0,77.9,XGBoost,24d overdue SLA + high-traffic corridor + reason code: planned maintenance
SMM-465,SMMS,URGENT,60,15,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-07,2026-08-14,1,False,False,Signal,NR,DLI,UP,2026-09-01,True,TMS,Flexible,True,PLANNED_MAINTENANCE,HIGH,-45,True,45,2.0,77.9,XGBoost,45d overdue SLA + high-traffic corridor + reason code: planned maintenance
TMS-8005,TMS,ROUTINE,90,35,STN_B-STN_C,UP_MAIN,163.924,163.924,2026-08-09,2026-08-30,1,False,False,Ballast Fouling,NR,DLI,UP,2026-09-01,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-29,True,29,2.0,75.3,XGBoost,29d overdue SLA + high-traffic corridor + aging asset (35y) + reason code: periodic inspection
TMS-8010,TMS,ROUTINE,180,33,STN_A-STN_B,UP_MAIN,145.536,145.536,2026-08-21,2026-09-11,1,False,False,Weld Failure,NR,DLI,UP,2026-09-11,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-17,True,17,2.0,75.0,XGBoost,17d overdue SLA + high-traffic corridor + aging asset (33y) + reason code: periodic inspection
TMS-8028,TMS,URGENT,150,7,STN_C-STN_D,UP_MAIN,167.864,167.864,2026-08-23,2026-08-30,1,False,False,Fishplate Loose,NR,DLI,UP,2026-09-01,False,,Flexible,True,PLANNED_MAINTENANCE,HIGH,-29,True,29,2.0,74.6,XGBoost,29d overdue SLA + high-traffic corridor + reason code: planned maintenance
SMM-448,SMMS,URGENT,30,5,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-07,2026-08-14,1,False,False,Track Circuit,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,PLANNED_MAINTENANCE,HIGH,-45,True,45,2.0,74.0,XGBoost,45d overdue SLA + high-traffic corridor + reason code: planned maintenance
TMS-8017,TMS,URGENT,60,4,STN_B-STN_C,UP_MAIN,156.192,156.192,2026-08-12,2026-08-19,1,False,False,Fishplate Loose,NR,DLI,UP,2026-09-01,False,,Flexible,True,PLANNED_MAINTENANCE,HIGH,-40,True,40,2.0,73.7,XGBoost,40d overdue SLA + high-traffic corridor + reason code: planned maintenance
TMS-8018,TMS,URGENT,60,4,STN_A-STN_B,DN_MAIN,145.821,146.121,2026-08-23,2026-08-30,1,False,False,Sleeper Crack,NR,DLI,DOWN,2026-09-01,False,,Flexible,True,PLANNED_MAINTENANCE,HIGH,-29,True,29,2.0,73.6,XGBoost,29d overdue SLA + high-traffic corridor + reason code: planned maintenance
TDM-1041,TDMS,ROUTINE,90,30,STN_A-STN_B,UP_MAIN,143.04,143.04,2026-08-21,2026-09-11,1,False,False,OHE Tension Low,NR,DLI,UP,2026-09-11,False,,Flexible,False,PERIODIC_INSPECTION,HIGH,-17,True,17,2.0,73.5,XGBoost,17d overdue SLA + high-traffic corridor + aging asset (30y) + standalone possession (Use Corridor: No) + reason code: periodic inspection
SMM-453,SMMS,URGENT,30,3,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-21,2026-08-28,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-01,False,,Fixed Time Slot,True,PLANNED_MAINTENANCE,HIGH,-31,True,31,2.0,73.3,XGBoost,31d overdue SLA + high-traffic corridor + Fixed Time Slot demand + reason code: planned maintenance
SMM-447,SMMS,URGENT,45,3,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-08-15,2026-08-22,1,False,False,Signal,NR,DLI,DOWN,2026-09-01,True,TDMS,Flexible,False,PLANNED_MAINTENANCE,HIGH,-37,True,37,2.0,73.3,XGBoost,37d overdue SLA + high-traffic corridor + standalone possession (Use Corridor: No) + reason code: planned maintenance
TDM-1032,TDMS,ROUTINE,45,28,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-14,2026-09-04,1,False,False,Cantilever Insulator Flash,NR,DLI,UP,2026-09-04,True,SMMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-24,True,24,2.0,72.6,XGBoost,24d overdue SLA + high-traffic corridor + aging asset (28y) + reason code: periodic inspection
TDM-1020,TDMS,ROUTINE,60,27,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-08,2026-08-29,1,False,False,Cantilever Insulator Flash,NR,DLI,UP,2026-09-01,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-30,True,30,2.0,72.5,XGBoost,30d overdue SLA + high-traffic corridor + aging asset (27y) + reason code: periodic inspection
TDM-1033,TDMS,ROUTINE,60,28,STN_A-STN_B,UP_MAIN,143.04,143.04,2026-08-07,2026-08-28,1,False,False,Bird Nest Removal,NR,DLI,UP,2026-09-01,False,,Flexible,False,PERIODIC_INSPECTION,HIGH,-31,True,31,2.0,72.5,XGBoost,31d overdue SLA + high-traffic corridor + aging asset (28y) + standalone possession (Use Corridor: No) + reason code: periodic inspection
SMM-477,SMMS,CRITICAL,45,1,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-09-22,2026-09-25,4,True,False,Point Machine,NR,DLI,DOWN,2026-09-25,False,,Fixed Time Slot,True,EMERGENCY_REPAIR,HIGH,-3,True,3,1.2142857142857142,70.6,XGBoost,Critical severity + 3d overdue SLA + high-traffic corridor + new emergency defect + Fixed Time Slot demand + reason code: emergency repair
TMS-8013,TMS,ROUTINE,150,24,STN_C-STN_D,DN_MAIN,166.434,166.484,2026-08-20,2026-09-10,1,False,False,Fishplate Loose,NR,DLI,DOWN,2026-09-10,True,SMMS,Fixed Time Slot,False,PERIODIC_INSPECTION,HIGH,-18,True,18,2.0,70.5,XGBoost,18d overdue SLA + high-traffic corridor + Fixed Time Slot demand + standalone possession (Use Corridor: No) + reason code: periodic inspection
SMM-463,SMMS,ROUTINE,90,23,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-22,2026-09-12,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-12,True,TMS,Fixed Time Slot,True,PERIODIC_INSPECTION,HIGH,-16,True,16,2.0,70.3,XGBoost,16d overdue SLA + high-traffic corridor + Fixed Time Slot demand + reason code: periodic inspection
SMM-461,SMMS,ROUTINE,60,22,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-08-10,2026-08-31,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-01,True,TDMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-28,True,28,2.0,70.2,XGBoost,28d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-440,SMMS,ROUTINE,90,21,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-10,2026-08-31,1,False,False,Signal,NR,DLI,UP,2026-09-01,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-28,True,28,2.0,69.9,XGBoost,28d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1044,TDMS,ROUTINE,60,21,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-20,2026-09-10,1,False,False,Cantilever Insulator Flash,NR,DLI,UP,2026-09-10,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-18,True,18,2.0,69.8,XGBoost,18d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8027,TMS,ROUTINE,90,24,STN_A-STN_B,UP_MAIN,140.338,140.338,2026-08-25,2026-09-15,1,False,False,Fishplate Loose,NR,DLI,UP,2026-09-15,True,SMMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-13,True,13,1.9285714285714286,69.7,XGBoost,13d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-450,SMMS,ROUTINE,90,20,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-12,2026-09-02,1,False,False,Track Circuit,NR,DLI,UP,2026-09-02,True,TDMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-26,True,26,2.0,69.7,XGBoost,26d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-472,SMMS,ROUTINE,45,25,STN_B-STN_C,DN_MAIN,155.0,155.0,2026-08-26,2026-09-16,1,False,False,Track Circuit,NR,DLI,DOWN,2026-09-16,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-12,True,12,1.8571428571428572,69.1,XGBoost,12d overdue SLA + high-traffic corridor + aging asset (25y) + reason code: periodic inspection
SMM-468,SMMS,ROUTINE,30,21,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-25,2026-09-15,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-15,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-13,True,13,1.9285714285714286,69.1,XGBoost,13d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-445,SMMS,ROUTINE,90,18,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-13,2026-09-03,1,False,False,Signal,NR,DLI,UP,2026-09-03,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-25,True,25,2.0,68.8,XGBoost,25d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8025,TMS,ROUTINE,120,17,STN_A-STN_B,UP_MAIN,149.861,149.911,2026-08-19,2026-09-09,1,False,False,Sleeper Crack,NR,DLI,UP,2026-09-09,False,,Flexible,False,PERIODIC_INSPECTION,HIGH,-19,True,19,2.0,68.4,XGBoost,19d overdue SLA + high-traffic corridor + standalone possession (Use Corridor: No) + reason code: periodic inspection
TDM-1023,TDMS,ROUTINE,60,15,STN_C-STN_D,UP_MAIN,170.02,170.02,2026-08-12,2026-09-02,1,False,False,Cantilever Insulator Flash,NR,DLI,UP,2026-09-02,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-26,True,26,2.0,67.7,XGBoost,26d overdue SLA + high-traffic corridor + reason code: periodic inspection
